content,rating,author,time,votes,ip_location,movie
"哪怕你不知道导演是谁，你也能感受到电影中所描绘的世界和过去中国电影中大量老白男描绘的世界是不一样的

不只是女性/爱情，都市里的非血缘亲情，新一代的教育模式，有关新闻理想的追忆，汇总成一种90后女性眼中理想中国社会的愿景，惊叹编剧的剧作能力，能在2个小时里用喜剧的方式呈现这么多东西！",5,Airplanes,2024-11-17 22:27:08,50,上海,好东西
"单从人物发展来说，她们之间的感情和扶持是如此细腻美丽，我希望她们三个灿烂地把日子过好。但从电影来说，他依然是如此的刻板和肤浅。他把我们说过的话、听过的话全列一个清单，用两个小时密集朗诵给我们听，我们在清单里听到自己的呐喊，以为真的被听到了。这种搞共鸣的手法如此硬核，和他影片里面“你读过几本上野千鹤子”没有本质区别。
影片呐喊的表层下，剧情环境实际全都停在最糟的时候。而在那个环境最糟的时候，他们的应对方式是鼓励你开始幻想。
女性题材因为种种众所周知的原因其实自带沉重底色，希望国产电影能够别再搞网络文献综述，而是真正深刻地表达清楚一两个观点、一两种处境、提出一些思考和借鉴，不要再持续地娱乐造梦糊弄人。",3,沙盒冲浪手,2024-11-30 23:02:27,16,福建,好东西
其实从去年下半年开始，一个很强烈的感受是对电影的热情在慢慢退却，对于电影媒介滞后、中庸、虚弱的感受越来越强烈，一段时间里电影甚至不是生活必需了。对于我个人来说，这部片子最大的优点就是让我目前重新确定对电影的热爱，和对好创作的嫉妒，哪怕有效期不长，但也足够等到明年春天到来。/我的观后感是，片子讲述未来属于“我们就是last generation”的决绝的人，和“不把世界让给你鄙夷的人，坚定讲述消极悲剧”的积极的人，世界属于这两种人。,5,五加皮,2024-11-10 23:36:22,28,上海,好东西
致所有——不想被权力霸凌的人、不想被社会规训的人、不想被阵营划界的人、不想被标签装饰的人、不想被他者论断的人,5,北之岚,2024-11-27 22:42:42,18,吉林,好东西
大段金句的无机堆砌，为了讲段子拼凑出的片子，像一场大型脱口秀，不像电影。观感还不如《爱情神话》。小孩演得很好。,2,30层的怡婷,2024-12-03 00:21:52,41,北京,好东西
里面的每件T恤都好看有意思,5,文森特,2024-11-23 20:36:44,19,山东,好东西
"脱离生活，毫无逻辑，导演是活在自己想象的世界里吗？
好多人看都没看，就是因为所谓的女权主义标签就跑过来大加赞赏，无语了",1,老猫,2024-11-21 11:14:28,143,山东,好东西
包容万象、充满力量的温柔一刀，有趣味性又不失洞察力、思考和批判。很棒！很了不起！用这样智慧、举重若轻的方式发出属于这个时代的呐喊，来自女性自己的声音。,5,宽松睡裤又如何,2024-11-20 22:07:15,27,湖北,好东西
小叶给小孩放录音那一段令我震惊：细糠！绝对的细糠！感觉我就是上了艺辉实验小学，艺辉老师蹲下来给本小朋友讲一些人生道理。PS：喜报，对象看得眉开眼笑连连称赞，且不是女性主义表演艺术家。好险！,5,盛夏夜行,2024-11-16 23:09:29,24,北京,好东西
很轻松愉快的段子电影，生活本就该这样。上海什么都好，就是房价不好。,4,阿巴厮,2024-11-24 17:33:45,17,四川,好东西
要是我小时候看的是这种作品就好了,5,三七,2024-11-10 20:47:24,6,北京,好东西
喜欢对声音的美好采样，联想起《芭比》里长椅上那幕。整部影片给我的感觉是太过当下，它在回应此刻我们尚未真正吵赢和辩清的东西，给我们结果和看板。快乐的123分钟后反倒十分失落，因为我要的并不是这个。,4,小兔雷特,2024-11-11 01:01:47,18,上海,好东西
讲真，邵艺辉对上海的爱让我很羡慕，她是上海的西西弗斯。如果我眼里的上海如此漂亮温情，我或许也能扎根于此。,4,陈怒,2024-11-18 14:32:29,16,上海,好东西
看完好东西了！精神上能和纽约、东京那些片儿较量的只有在北京啊。音乐品味太糟糕了。得亏找了宋佳，不然这片儿更不算个电影。顶多算个今夜百乐门大串烧。宋佳这样的女的全上海的男人都接不住。还得是娄烨，宋佳老师得秦昊井柏然张颂文老中青三代男人一起接。 章宇太平面了还非要装脏。而且我是不可能喜欢胡医生的，以为眼科在我这里不算医生，且他也太上海男宁了。只能说这几年没啥好片 也算是努力了。,3,shibuya emiri,2024-11-27 22:32:49,7,广东,好东西
"拍得真好我的天！女导会拍多拍！！
之前在电影院里，总是被男导和旁边的男性观众冒犯，今天终于可以在电影院里肆无忌惮地放声大笑了
好爱看这种有很强的女性主体性的片子！！看得好爽！女人们的情谊真好🥺当然会吵架会有争执，但我足够爱你又深知你的痛楚和快乐
小孩你有妈妈和姐姐这么好的女人陪着长大！你真的是全上海最幸福的小孩！你才9岁就能去看霉霉的演唱会😭😭我羡慕你啊
我很开心的是里面大家都是努力但欢乐地生活着，但也不止这些，仍有让人鼻头一酸的现实，，特别喜欢小孩听音效和妈妈做家务的那段，，太妙了
好笑但也很好哭😭中间笑得很开怀但最终到结尾还是忍不住泪流，，有心软也有心酸",5,moonspotting,2024-11-23 22:27:58,32,山东,好东西
有了《好东西》，邵艺辉可以是中国的格蕾塔·葛伟格，不过幸好她本来就是邵艺辉了。其实这部电影有匠气的地方存在，但是当看过很多离谱的现实之后，艺术的夸张就变得恰如其分了，她喊出了最为重要的一句宣言：不要玩他们的游戏。,4,孔府小鱼,2024-11-16 22:24:33,22,河北,好东西
不多说了，这真她妈的太棒了吧！给国产电影多来点这种女本位叙述，别搞像上次某个宣传说女性题材的电影结果立意完全站不住脚跟…这部从始至终笑点密集立意贯穿始终，真是好东西！！！,5,MYDAD,2024-11-23 20:33:24,23,江苏,好东西
『好东西』是好东西，但也没特别好，很多台词都很可刻意，很多梗堆砌起来的笑点，像脱口秀一样，但看的也很欢乐。一位单亲妈妈，一位懂得爱的女儿，一位从小缺爱的女孩，这三位不同的女性，叙述着各自不同的生活故事，她们相互去爱，去理解，去救赎！更吸引感动我的点也是girl help girl的部分。电影更多重点也是女性有独立自主的觉醒意识之后该如何更好的生活，倒没觉得怎么就引起“男女对立”，让一些“男的”破防了！而电影技术方面也许很一般（虽然猜声音做家务那段蒙太奇很被津津乐道），但台词很多金句，只是对我来说印象最深刻的一句台词是“就是因为我们能有足够的乐观与自信，才能直面悲剧”，很鸡汤，但我喜欢！😳,4,萌发奇想,2024-11-24 16:03:03,1,北京,好东西
所以这么好的电影是让哪些烂东西破防了呢,5,老实人,2024-11-30 19:19:12,42,山东,好东西
"煎蛋是暴雨-刷鞋是岩浆 最喜欢的抒情段落

生活的琐事就是千军万马的一场大战，我们真的不需要宏大叙事——这些细碎的、温柔的、重复的声音被听见和被比拟才是真正的浪漫主义。",4,k,2024-11-24 23:12:35,11,北京,好东西
从女性角度去推荐一部讲女性的作品，必须谨慎。虽然不是单亲妈妈，但是过了40岁的婚姻和单亲有多大区别，很多人都明白。但是，这不代表我不幸福快乐，更不代表我放弃梦想。小叶是年轻女孩的代表，倒贴是把自己放的最低去期盼爱情，往往得不到珍惜。自重，自己把自己捧在掌心对女孩是何等重要。铁梅或许是另一个极端，她坚持自我，保护自我以及周围在乎的人，让其他的人窒息。男人在她这里除了睡在身边，的确没啥其他用处。但是，她又希望有个睡在身边的。不推荐的理由是，女人的确要自重，但不能走到极端，南墙不是一个好东西，而且我对铁梅一直抽烟极为反感，这不是女强人的必需品。片子里的男人都是不正常的，每次出现都让人极为不适。,3,六月雪,2024-11-20 08:28:36,20,上海,好东西
金鸡节观感：邵艺辉＞费里尼＞侯孝贤。敢于复写和阐发同时代正发生的种种叙事，比要躲在马戏团奇观和空镜头之后曲径通幽的大师要硬汉。即使以奶头乐的标准，也是完美完成任务，她配拍电影。,5,下海猪猪,2024-11-14 23:51:33,48,福建,好东西
中国版Barbie，观影氛围和体验特别好。非常同意建国说的，它是一个时代的产物，放在十年之前或者十年之后可能都不会像在今天反响这么好。所以，生逢其时的电影，拿到这个分数值得，至少现在这个时代，这种“讨好”女性的作品请多多出现。邵导的饭桌戏一如既往地好，虽然没有超过前作，也看得很满足。王铁梅的台词表演几次梦回张桂梅老师，今年的确是“宋佳年”。钟楚曦也很棒，最惊喜的是曾慕梅小朋友，太灵了！第一个感动的点居然是地铁上主动出手的陌生女孩，当时就泪目了。,5,Kou,2024-11-30 18:55:52,29,北京,好东西
很酣畅淋漓的观影体验，某段用餐戏码更是让人笑得喘不过气，一连串的包袱笑料一气呵成毫不拖泥带水。这样去讲女性议题更加让人影响深刻，当然也归功于编剧对于台词的撰写诙谐幽默又不失辛辣讽刺。戏中铁梅的文章的评论和电影评论区下某些评论难道不是一种互文吗？,4,V,2024-11-16 17:14:21,20,四川,好东西
女性之间的纽带让人安心。比较轻松的电影，一种上海才可以做到的city不city感。宋佳和钟楚曦在大荧幕下真的美爆了~,5,李有上道,2024-12-09 13:54:58,28,北京,好东西
看大家都没提，我提一句，剧里的所有拥抱的点都是我想要拥抱的点，天知道有多少次有多少时刻，我只是想要一个这样的拥抱，有人这样抱抱我摸摸我的头发，一个普通的妈妈上班族妈妈每天有多少个时刻需要这样的拥抱，从没有人给我这样的拥抱。,5,徐依依,2024-12-03 15:46:50,33,北京,好东西
整体是好看和珍贵的，一个年轻的、当代的、女性的中国故事。但是缺点也特别明显，太说教了，天台上的那场戏道理给了太多，一句“谁是裁判呢”点到为止就可以的戏非要用长篇大论去论证。最后女儿上台前蹲在衣柜里的对话戏也有一种对美式文化不由分说的借用。但是餐桌上杂乱的小对话很有趣，节奏很好，而且偏偏是那种东拉西扯的杂乱能够制造这种节奏。看完出来我还哭了一下，大叹、这样童话般的成长故事到底是什么样的中国小孩在享受啊！上海人，是你们偷走了我的人生吗？,4,犀牛叛徒,2024-11-22 22:54:07,12,日本,好东西
太喜欢太好玩了，是Her story，是了不起的女人们。被声音蒙太奇击中，那些自然的、诗意的，宁静又浓烈的，都是藏于细碎生活中的母亲。小孩儿也很好，太鲜活灵动，会直视你亮亮的眼睛，尝尝你的眼泪。正直勇敢有阅读量，现在是最好的小孩儿，长大也会是最好的大人，有能量有反抗规则重建游戏的勇气。所以别管女孩应该怎么打鼓，你怎么打女孩就怎么打。饭桌戏趣味盎然，要素十足，很多直给的讽刺，虽然王铁梅说不需要重复故事，但是不被看见的就不算重复，女性叙事永远不嫌多。谢贾樟柯霉霉友情客串，赵又廷承包全片笑点，扒章宇衣服那段我发出尖锐暴鸣回家就跟朋友疯狂嗑起来（谢谢导演“讨好”我啊一定要多多这样讨好多让章宇走偷情赛道好吗好的,5,Pica啾,2024-11-18 00:47:57,17,重庆,好东西
"好看死了，好几次全场都捧腹大笑。爱情神话之后再次确认邵艺辉和我生活在同一个上海，终于不是静安寺和外滩那种纸醉金迷的上海了，是（相对）自由的、开放的、包容的、好玩儿的上海。不得不说这次的女权味更浓厚了，不仅塑造出了新的女性形象和女性友谊，还有不少女权笑话，终于轮到我们女的judge男的了！
虽然一些地方有强上价值观的嫌疑，能感受到邵导强烈的想要输出的欲望，但作为一个同样有输出欲的女的，还是会支持更多女导演女编剧尽情输出的！",5,RealNoémi,2024-11-09 22:26:17,26,上海,好东西
比起前作，剧作上更加迎合市场。男性意淫拍片，女性意淫拍好东西。,3,青芒鹹桃,2024-11-24 14:14:55,17,福建,好东西
这不是一部完美的影片，正因如此，它才完美。感谢这种叙事，远比吹锣打鼓更深刻。,5,仲夏,2024-11-25 19:56:32,19,天津,好东西
他敲敲玻璃就能要来一碟醋，你捅自己两刀都没要回人生。他动动手指就能抖一地烟灰，你在雨里淋半生都没打到伞。母亲觉得弟弟吃馒头是对的，女儿一听到爸爸带娃就急了。变成了被现实锤死的鱼，如何成为理想花瓶的花。骂你不明事理，叫你消停消停，知你图啥。总有路没有被封，不过是图此生不必困在牢笼。,3,西楼尘,2024-09-14 21:49:37,14494,江苏,出走的决心
妈妈看完后说：“我觉得她也没有多惨，怎么就抑郁了。”那一刻，我突然懂了这部电影需要被拍出来的意义。,5,子皿与舟,2024-09-15 14:58:57,19262,北京,出走的决心
姜武没有我老公演得好,5,[x],2024-09-15 14:38:01,16318,上海,出走的决心
仍然有男性看完不知道苏敏阿姨的丈夫哪里有问题，这部电影的价值就尤为突出了,5,jj73浅之,2024-09-10 21:54:15,13432,北京,出走的决心
讲的不是出走，讲的是决心，控诉的不是男性，控诉的是社会价值系统。所以它只需要如实地讲述我们的生活如何运转，便足以让观众体会到女性身在家庭职责中的窒息和捆绑，以及其自我意志被迫磨灭的悲哀与恐怖，我们老中人有了自己的《82年生的金智英》。姜武演我活爹，想钻进银幕扇巴掌。,5,掉线,2024-09-14 21:10:50,9339,北京,出走的决心
可怕的是看到很多网友说：经历过的人都知道，演的保守了。。。开玩笑说姜武演的不好，应该让自己爸来演。。。。,4,花家地和平女侠,2024-09-15 02:45:09,19465,北京,出走的决心
"跟妈妈出来看这部电影，看时接到家里电话，接通后耳畔传来暴怒：“你们为什么去看电影，这都几点了，眼里还有没有这个家！！”（20:30-22:16）看了一眼时钟，此时9:40。
这个在家庭里作威作福、暴力愤怒了几十年的人，为这个电影做了最佳的现实注脚。",5,西楼,2024-09-17 07:25:25,6997,天津,出走的决心
我觉得张本煜的角色其实更有意思啊！表面上情绪稳定、对老婆好，但从潜意识里流露出来的观念还是时不时透露出传统固化观念和自私伪善的一面，这不比翻牌中国版《82年的金智英》好看啊哈哈哈哈哈…只能说一代人有一代人的长征，姜武的角色所塑造的那种上一代男性形象已经不是我所恐惧警醒的，我觉得张本煜的角色才是现如今女性朋友们要继续擦眼睛看看清楚的类型,4,西贝叉叉大叉叉,2024-09-15 22:44:16,13993,广东,出走的决心
早有这电影该有多好，这样我就可以带妈妈去看，或许她会为自己活一天，不会苦苦的就这样走了,5,stone,2024-09-15 00:18:42,6755,浙江,出走的决心
"近年国产女性作品里最工整的一部。可对标的作品是《泳者之心》，听着有点奇怪，但细说就像了。都是真人真事改编；都是男权压迫下的坚定出走，一个游向大海，一个奔向旷野，全片所有的情绪挤压也都是为了最后这一个决定；更重要的，它们都是初级阶段的女性作品，且拍法上也都有一种老套的有效。

这部的意义在于，非常适合中国当下的混乱语境，帮大家回到一个最浅显、最常见的女性困境里，让所有人，包括男性，都能理解和感同身受。

很喜欢的设计是，这不是ghg故事，相反，母亲的两次出走失败，都是因为女儿，而不是丈夫。这就把一种简单的某个男人对某个女人的压制，置换成了一种系统性的压迫，是这个结构决定了，母亲走不了。而她最终冲破的也正是结构。确实是只有女导演才有这份敏感精确，才能拍出来的电影。",3,子戈,2024-09-15 16:17:14,1746,北京,出走的决心
孙晓雪说我不要和你们一样，我要嫁给真爱，要嫁给幸福，可爱情不能当饭吃，婚后生活终究要面对柴米油盐、家长里短。张本煜饰演的徐晓阳着墨不多，但我觉得导演塑造的特别好，很典型很有迷惑性，他看似开明，听老婆话，和岳父岳母的关系也融洽，但在面对孩子的问题上，就暴露了潜意识里根植在内心对女人的刻板印象，觉得照顾孩子是女人的本分，在这个基础上才关心一下妻子，但他从没有设身处地站在妻子的立场上考虑过她的生活、要面临的风险和未来。现实里有太多女性觉得我老公对我好，我就应该舍弃自我做他的贤内助，这种逻辑本身就把自己放在弱势的一方了。,4,WIKI魏,2024-09-15 00:03:06,8585,北京,出走的决心
女性不仅是一种性别，更是一种处境。身为女性，不论你身处什么年代背景，你的经历终究会将你推向女性主义者,5,今天发大财！,2024-09-10 20:41:49,6674,辽宁,出走的决心
姜武演的那个角色简直集“东亚国爹”之精华——嘴臭、甩锅、控制欲强、毫无同理心，他演的不是具体的一个角色，而是万千中国家庭正在面对的“处境”。btw，也有同样糟糕的母亲，这是另一个话题，别杠。,5,Agent阿神,2024-09-10 18:20:17,6375,北京,出走的决心
这不是一个极恶的丈夫 这就是一个普通的丈夫 婚姻就是把女人生吞活剥了,5,肉肉肉肉肉肉肉,2024-09-15 23:15:04,6098,北京,出走的决心
我和你们是一样的！这句简爱式的台词不是对男人说的，是对女儿说的，它必须是2024的年度台词。,4,傻乐的猫,2024-09-14 20:21:58,7421,广东,出走的决心
可恨的是，孙大勇这样的男人，不吃喝嫖赌，不重男轻女，不家暴，也没有出轨，就能在婚恋市场被包装成老实可靠，让你度过苦难的半生。,5,啊粒粒,2024-09-23 19:54:56,4772,湖北,出走的决心
"这么温和这都能让男的集体破防，足以可见我们的基本盘了，太地狱了👌🏿（ps姜武那个角色我爸能演的更好更恶心，建议下次拍换我爸）
还有，某些男宝发私信骂我的，你们让这个影评更完整了哈^_^",5,两只狗和我。,2024-09-16 10:46:10,5786,山东,出走的决心
推荐每一位中国女性观看以及带自己的母亲观看。,5,Anamnesis,2024-09-07 21:55:11,4184,广东,出走的决心
最可怕的是李红决定离开，女儿想要去追，但是孩子在门后喊了一声“妈”。,5,法莉妲丝,2024-09-17 21:52:23,3772,广东,出走的决心
姥姥，如果你真的不在意，为什么老眼昏花了还记得那个白面馒头。,5,Lilith,2024-09-28 18:09:46,2882,河南,出走的决心
"近年国产女性作品里最工整的一部。可对标的作品是《泳者之心》，听着有点奇怪，但细说就像了。都是真人真事改编；都是男权压迫下的坚定出走，一个游向大海，一个奔向旷野，全片所有的情绪挤压也都是为了最后这一个决定；更重要的，它们都是初级阶段的女性作品，且拍法上也都有一种老套的有效。

这部的意义在于，非常适合中国当下的混乱语境，帮大家回到一个最浅显、最常见的女性困境里，让所有人，包括男性，都能理解和感同身受。

很喜欢的设计是，这不是ghg故事，相反，母亲的两次出走失败，都是因为女儿，而不是丈夫。这就把一种简单的某个男人对某个女人的压制，置换成了一种系统性的压迫，是这个结构决定了，母亲走不了。而她最终冲破的也正是结构。确实是只有女导演才有这份敏感精确，才能拍出来的电影。",3,子戈,2024-09-15 16:17:14,1746,北京,出走的决心
可恨的是，孙大勇这样的男人，不吃喝嫖赌，不重男轻女，不家暴，也没有出轨，就能在婚恋市场被包装成老实可靠，让你度过苦难的半生。,5,啊粒粒,2024-09-23 19:54:56,4772,湖北,出走的决心
"这么温和这都能让男的集体破防，足以可见我们的基本盘了，太地狱了👌🏿（ps姜武那个角色我爸能演的更好更恶心，建议下次拍换我爸）
还有，某些男宝发私信骂我的，你们让这个影评更完整了哈^_^",5,两只狗和我。,2024-09-16 10:46:10,5786,山东,出走的决心
想起2020年冬天，在吉林松花湖缆车上遇到的一位武汉阿姨。她一个人来滑雪。,4,mumudancing,2024-09-08 21:45:07,1477,上海,出走的决心
推荐每一位中国女性观看以及带自己的母亲观看。,5,Anamnesis,2024-09-07 21:55:11,4184,广东,出走的决心
最可怕的是李红决定离开，女儿想要去追，但是孩子在门后喊了一声“妈”。,5,法莉妲丝,2024-09-17 21:52:23,3772,广东,出走的决心
"虽然看的气愤的想把姜武饰演角色的头扭断，但还是想说，电影和我想象的完全不一样。

苏敏阿姨的人格独立与精神自由不仅仅因为从儿时到婚后始终被家庭和婚姻“操控”和“迫害”所致，更多的是当她决定出走后，自主学习了剪辑航拍，见到了更多生活的可能性和世界的善意所致，她是反叛离开家庭牢笼阴霾后所产生的救赎。但影片的重心也可能是创作初心主要放在了“前景”，不仅仅表现在文本层面的90％都在讲出走前家庭对女性的系统性迫害和苦难叙事，还表现在视听方面全片的影像几乎都是暖调的带着前景的中近景，莫非是想表达“主人公始终被困在温暖现实的生活牢笼中？” 一言以蔽之，有些失望，更想看到苏敏阿姨的羽化蜕变而不是全程的已知的压抑苦难。",3,茗政,2024-09-08 12:56:47,1317,陕西,出走的决心
真实到可怕，并不只是说窒息的生活，更多的是“该这样”“一直再等等”的人生。每一个人都应该在回归本心的路上。,4,壹安²,2024-09-15 10:38:29,1565,北京,出走的决心
能看，但是略显空洞。稍微剧透一点的评价是，前面一直在铺垫，但是自驾的故事只有结尾几分钟分钟（甚至配了很燃的音乐烘托氛围，让人更像是在看汽车广告），be like 我写论文：前面一直在写“基础概念”，最后字数凑够了就匆匆结尾^_^,3,🪐,2024-09-14 22:56:09,579,四川,出走的决心
不如再拍的夸张点分成100集上快手得了，短剧式的冲突堆砌拼凑廉价的现实主义叙事实在是莫名其妙，我知道也承认姜武这样的角色充分存在于这个社会当中，但是从剧作结构去理解这个人物，几乎没有任何弧线且完全被钉死于“反派”案板之上的工具人，就是草率且具有刻板印象的，这年头女性题材实在太多，但是能不能稍微放弃一点二元对立的创作思维，体恤女性的同时就非得把所有男性塑造成没来由的蠢坏贱吗？如果只是需要这样单调的逆袭蜕变，导演何不全程仰拍咏梅特写，俯拍姜武全景，将样板进行到底呢？,1,带刀夜行的学徒,2024-09-15 12:54:39,586,广东,出走的决心
姥姥，如果你真的不在意，为什么老眼昏花了还记得那个白面馒头。,5,Lilith,2024-09-28 18:09:46,2882,河南,出走的决心
我在《出走的决心》豆瓣五星影评猜性别大赛中获得了 0.0001 秒的好成绩，你也快来试试吧,1,今天也是🥔,2024-09-16 21:46:21,374,山东,出走的决心
女主角最终下定决心出走的时候，女儿在后面挽留她。女儿一转身，自己的两个孩子从卫生间里走出来喊妈妈，一个妈妈已经决定出走了，走出这个角色，去过自己的人生，而女儿却在重复着这种人生。这个镜头的寓意真的是太绝了。,5,Stupd,2024-09-16 21:46:40,3454,湖南,出走的决心
如果你觉得她在无病呻吟，只是因为你是既得利益者,5,404notfound,2024-09-18 23:26:04,3043,四川,出走的决心
女导演 女编剧 女制片 女性视角 很高兴中国电影可以拍摄出中老年女性的故事,5,Emily,2024-09-15 22:06:09,2706,贵州,出走的决心
又一部婚育劝退片，真正的女性电影，其实女性崛起从来不是要说明男的多差劲，当她们可以放弃幻想自由自在的做自己的时候，她们才不在乎你有多垃圾。所以大家就别去纠结啥贩卖苦难、打拳之类的议题了，肯给你生娃已经是在做大善了，别忘了她是个妻子和母亲之前首先是个挥着翅膀的女孩。,4,不留痕迹,2024-09-15 00:11:55,1362,湖北,出走的决心
看到男的说刻意放大缺点，故意激化矛盾，搞二元对立，我就想笑。我爸发起疯来比孙大勇还可怕，孙大勇至少没有打女儿，我爸不仅天天挑剔我妈干活还会打人，我只能说现实有过之而无不及，男的纯竹般的大脑是不会思考吗？只会身边即世界？某些恶意低分的人恶心透顶。,5,方天画狮,2024-09-17 02:00:12,2214,吉林,出走的决心
再好的男人，再开放的心态，其实都没有办法真实理解到女性的处境。水面以上的人只能尽可能地想象和共情水底窒息的痛苦。我从片中的女性角色脸上看到了我身边的许许多多女性的脸。祝你也能保持自己的艳丽，勇敢、热烈、自由。,无评分,Mona Lishark,2024-09-09 11:20:07,958,北京,出走的决心
总不会所有路都封着吧 山路 野路 总会有路,5,lovejoyseeu,2024-09-21 15:09:02,1507,贵州,出走的决心
怎么我爸上电视了,5,一百万只蝴蝶,2024-09-23 19:26:16,1251,四川,出走的决心
【4】106分钟的电影90分钟在讲为什么要出走，而也正是因为太想讲好“出走的决心”导致整个电影无比累赘和头重脚轻。本身这个角色的信息量就是匮乏的，所以拉长了时空，用考不上大学，身为女儿，身为母亲，身为妻子以及混入女儿的情感支线来填充，但整体的作用效果十分糟糕。导演能力有限，在棚拍的空间内用柔光引导演员为鸡毛的剧情隔靴搔痒，一到争吵戏就配上诡谲的音乐强行激烈矛盾。殊不知苏敏阿姨本人最动人的，电影最想讲好的“出走”是不需要过多理由铺垫的，而就是路上的见识，风光，就是想为自己而活一次，这是重点。但电影堆砌了半生的女性苦难，剧情矛盾，像家庭伦理八点档，立意我认同，却根本批判不到痛处，远不如片尾苏敏阿姨的几分钟片花。抛除议题与鼓励，拍的差是原罪，只体察到导演对女性题材本身的善良，仅此而已。,2,酱桑,2024-09-07 16:42:25,1391,广东,出走的决心
女儿从斩钉截铁的说我不结婚到说我愿意的那个转场，简直是世界上最恐怖的恐怖片,5,五石散已服用,2024-10-03 23:45:55,1202,湖南,出走的决心
带父母去影院看完这部，父母回家路上的气氛就变得有些微妙。回到家，我妈说：不要家里所有的东西在哪都要问我！,4,绿小野马,2024-09-17 15:52:06,882,浙江,出走的决心
意料之中的扁平和商业……每一个情节，每一个布景和每一句台词都刻板做作得要命，剧本太平庸了，80%镜头都是前景和大镝灯，一股子浓浓的宣传片广告片味儿，这8分多至少七分是给苏敏本人，如果理解不了中国普通家庭妇女真正的苦、理解不了“出走”对于苏敏真正的意义，那这样的片子拍出来对她简直是二次伤害,3,千阳瑜,2024-09-21 23:45:33,211,山东,出走的决心
导演功力是硬伤，但还是会愿意为这样的故事买单,3,Sr皮可西,2024-09-07 21:57:02,233,浙江,出走的决心
讲述男人逃离囚牢的电影，无论拍多少部，都能被夸赞甚至成为影史经典，而一部女人逃离一生之牢的电影，则被贬低得一文不值，恰恰和电影中的男人应和：女性的痛苦不值得被看见，你们无病呻吟，你们没事找事。收回指点江山的食指吧，摆脱了性缘的牢笼，男人的观点没人在乎。一部高出预期的电影，那些缓慢冗长的细碎生活，都是逼疯人的慢刀。这不是一部潇洒的公路片，也不是控诉，只是讲述那些女性希望被看见的痛苦。仍然还有那么多共鸣，仍然还有那么多不理解，就是拍这部电影的意义。一家之主的丈夫，摇摆不定的女儿，避免争端的女婿，每个人都很真实，而出走的红姐是希望。我很喜欢。,5,Norbulingkas,2024-09-17 08:13:01,1727,河南,出走的决心
"男导演男编剧说：我的盖世英雄会踩着五彩云霞来接我。
女导演女编剧说：我会带着你和宝云游四海！",5,徐萌,2024-09-21 16:07:52,1406,湖北,出走的决心
女人对自己的欺骗：我虽然见识过其他女人的困境，但我坚信自己能够遇见一个不同的男人,4,156,2024-09-22 19:44:38,719,上海,出走的决心
仙女当道，使劲作吧，加油，要灭亡先疯狂（和仙女用同一个app真够恶心的）,1,迈阿密车手,2024-09-18 02:33:47,215,北京,出走的决心
我在猜前排一星热评性别大赛中获得了0.001秒的好成绩，你也来参与吧！,5,温温温默默,2024-09-16 23:29:25,1079,江西,出走的决心
说实话哪里都有点差，全片精华内容应该是最后三分钟苏敏阿姨自己拍的视频，我相信大家喜爱苏敏阿姨是因为她的乐观开朗对生活的热爱，而不是渲染夸大自己的苦难。而且全片所有角色都好扁平脸谱化，虽然说女性的困境是相似的但也不能把人物写这么假大空吧,3,蝴蝶谷里的懒虫,2024-09-26 19:40:37,102,北京,出走的决心
当女儿加入剥削母亲的阵营，这个角度非常出彩,4,豫柒,2024-09-30 20:17:53,453,北京,出走的决心
一个土生土长的河南女性在电影院哭崩了。。。太典了太典了，这哪是电影，这是我家摄像头导出来的影像资料。姜武的每一句话我都听过从我爸或者我哥嘴里听过…… 太典了！,5,噼里啪啦砰,2024-09-16 20:59:57,1599,北京,出走的决心
妈妈啊，人生是旷野。印象最深的一个镜头，李红开车离家，孙大勇给她打的第一个电话，是她用了etc卡，刷了他81块钱。他窝在那个昏暗压抑的家里讨要81块钱，李红站在群山叠嶂的山顶，转账给他之后，把那张etc卡扔得远远的，身后是金灿灿的阳光，开阔，明亮，一览众山小，恰如他们人生的对比。女人已经走向更广阔的世界，而男人还妄想窝在逼仄的家里当土皇帝。,5,李小丢,2024-09-18 15:56:09,979,辽宁,出走的决心
没有特意塑造性别对立吧，因为我爸确实是这样的,5,猪红,2024-09-16 10:53:25,1140,上海,出走的决心
有人看笑话，有人照镜子。有人觉得激化矛盾、贬低男性，有人觉得照虎画猫、让自己的父亲来演。最让人叫绝的是，影片描述了女儿的觉醒和愤怒，但最后又将她彻底击溃，沦为父亲的合谋者。父权制如影随形。,5,塔克拉玛干,2024-09-15 15:41:43,1413,江苏,出走的决心
